partition,chunk_id,source_id,chunk_type,source_title,char_count,token_count,over_limit
__shared__,76ebc1d9-185b-5b6c-a6ba-24e401733957,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2188,520,True
__shared__,7746f58c-057e-50d6-b9a1-212a9ab85032,lecture:19210112b,book,Fachwissenschaften und Anthroposophie,2346,514,True
__shared__,776511a0-7214-516c-966f-90ebe68cb353,lecture:19210407a,book,Die befruchtende Wirkung der Anthroposophie auf die Fachwissenschaften,2366,601,True
__shared__,781641a2-c187-5029-a757-c784244857cc,47b137d3-f414-406f-b142-ed72c7e8989c,book,Einleitungen zu Goethes Naturwissenschaftlichen Schriften,2221,568,True
__shared__,7870cb23-15dd-53ea-8b1f-3add52bf8a3a,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2152,554,True
__shared__,78cc1e58-0ed5-50f3-8d00-43835ec6fa71,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2076,521,True
__shared__,7973a526-dd18-5052-9bf6-6cebe95901ec,4b8e4c2a-3f1b-4d2e-9c4a-8e4f4b2c3a1d,book,Die Philosophie der Freiheit,2258,528,True
__shared__,7998e419-bead-532b-94b8-21f8190cb3f2,lecture:19211129a,book,Die Wirklichkeit der höheren Welten,2385,570,True
__shared__,79f707d4-3277-53bf-ae9a-5af844e30c31,lecture:19200502b,book,Entsprechungen zwischen Mikrokosmos und Makrokosmos. Der Mensch — eine Hieroglyphe des Weltenalls.,2289,517,True
__shared__,7a0b3524-d603-5542-8a19-070771f864e7,lecture:19200820a,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2818,636,True
__shared__,7a150779-cf2d-569c-a2a7-8d7648d6aafc,lecture:19191029,book,Soziale Zukunft,2868,620,True
__shared__,7a400b87-f3c4-50e7-a5eb-0cc95392eb0a,lecture:19211202,book,Die Wirklichkeit der höheren Welten,2617,580,True
__shared__,7a54d579-592b-59cd-9cc6-bc9c6fbc4fc0,lecture:19190619,book,Neugestaltung des sozialen Organismus,2277,526,True
__shared__,7a6ddeae-892e-5b85-9e06-0a3b39951b1c,lecture:19190513,book,Neugestaltung des sozialen Organismus,2228,516,True
__shared__,7aa4ae2e-9e2c-57a3-be04-fec47a898a11,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,1979,524,True
__shared__,7af89c5a-221e-54a1-bcde-079b718ac3fb,lecture:19190711,book,Neugestaltung des sozialen Organismus,2404,552,True
__shared__,7bdbb48e-ae90-5dee-a3d9-8296fc858562,lecture:19200105,book,Vom Einheitsstaat zum dreigliedrigen sozialen Organismus,2527,594,True
__shared__,7bdd39ac-9d86-5ae6-a2f2-62cb8908b90f,lecture:19190828a,book,Allgemeine Menschenkunde als Grundlage der Pädagogik,2510,601,True
__shared__,7be875d4-da17-5f90-a67a-0a9d57fe9da9,lecture:19201110,book,Die Krisis der Gegenwart und der Weg zu gesundem Denken,2529,569,True
__shared__,7bf69060-634e-5945-8a67-bfda37b616b7,lecture:19190901a,book,Allgemeine Menschenkunde als Grundlage der Pädagogik,2416,565,True
__shared__,7c4f2855-e3ef-580d-ae02-0a85af0aae74,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2072,539,True
__shared__,7cdfd8ac-8774-5fcb-b7b4-d104d2b19164,3b38df84-e9bc-4e70-9032-d3fa65517cfd,book,Aufsätze über die Dreigliederung des sozialen Organismus und zur Zeitlage,2530,553,True
__shared__,7ce6ed8d-d213-56d4-be42-82846ad0e12f,lecture:19220724,book,Nationalökonomischer Kurs.,2331,525,True
__shared__,7d37dd30-77c3-5991-bb64-592a0eadc086,lecture:19190826a,book,Allgemeine Menschenkunde als Grundlage der Pädagogik,2181,516,True
__shared__,7d6135e4-725c-538d-abb3-7b59e1e59461,lecture:19211201,book,Die Wirklichkeit der höheren Welten,2356,581,True
__shared__,7d66fd63-3592-5fb7-b542-4b1d00b0b9fc,f8e6c475-a0e5-4081-b265-61a7536a183e,book,Die Kernpunkte der sozialen Frage,2361,575,True
__shared__,7d73e81b-8fe9-5d9c-b901-0198955a9552,3b38df84-e9bc-4e70-9032-d3fa65517cfd,book,Aufsätze über die Dreigliederung des sozialen Organismus und zur Zeitlage,2484,514,True
__shared__,7d7fb047-4bbf-5607-b99f-c70b5ab3e63a,lecture:19200617,book,Fachwissenschaften und Anthroposophie,2290,542,True
__shared__,7dbc4c41-e261-552c-b826-5cf804f94eb7,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2229,535,True
__shared__,7e3a142f-dcb1-5d7f-8366-9b9e9e5fb8b4,lecture:19220803b,book,Nationalökonomischer Kurs.,2550,534,True
__shared__,7f68b3a8-a78d-54d9-b370-7d4c158885fd,lecture:19220412a,book,Damit der Mensch ganz Mensch werde,2392,566,True
__shared__,7fd7aebb-7af1-5576-8d72-6322ab9e0e6f,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2398,526,True
__shared__,7ff52de5-f75e-506d-a2c7-cdcf72f08622,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2497,566,True
__shared__,809d84ae-9cfd-5986-a29f-30cb1c1f64f8,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2394,554,True
__shared__,80a14434-f0ef-577e-b22d-813f45d17e78,lecture:19201004,book,Fachwissenschaften und Anthroposophie,2718,622,True
__shared__,80b49769-1319-59d3-a816-8a9a81e81797,lecture:19191024,book,Soziale Zukunft,2706,626,True
__shared__,8106bda4-f454-5d3c-80d2-9cc69745c371,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2549,627,True
__shared__,812bde1a-1604-55b7-91e3-d51aab4ea660,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2446,585,True
__shared__,8145a19f-13ac-5334-b58c-7320b9e8742b,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2437,524,True
__shared__,815de5ff-d097-5210-aeb5-527073af13ba,64e881df-0501-4815-9b0c-6cf545c383b6,book,Goethes Weltanschauung,2386,574,True
__shared__,818aeade-69d4-5816-a6d4-ce76c9efebfe,7758c53c-72bd-41f1-ae51-843eb2a0f718,book,Various Interviews and Articles,2281,540,True
__shared__,81e052c3-4a25-526b-9231-0fa02cd23106,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2270,536,True
__shared__,820a5e4b-dbe6-54c5-b616-79e661929a23,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2350,533,True
__shared__,82e0337c-28b7-549c-be8f-57fe92501221,4b8e4c2a-3f1b-4d2e-9c4a-8e4f4b2c3a1d,book,Die Philosophie der Freiheit,2885,657,True
__shared__,83030392-5dfe-5c25-93ee-0c1b64158084,lecture:19190902c,book,Erziehungskunst. Seminarbesprechungen und Lehrplanvorträge,2005,521,True
__shared__,831f1218-36d5-55b8-a03d-464ec90a9675,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,1975,516,True
__shared__,8325213c-bea7-543a-8343-a18c1494720a,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2416,617,True
__shared__,83681c49-6d3e-55d5-a8a4-7790230d53a1,lecture:19200610b,book,Die Krisis der Gegenwart und der Weg zu gesundem Denken,2335,533,True
__shared__,8426b29d-16b1-53c2-af0d-a6fd7e624ea3,lecture:19200425b,book,Entsprechungen zwischen Mikrokosmos und Makrokosmos. Der Mensch — eine Hieroglyphe des Weltenalls.,2310,553,True
__shared__,8432a94e-87cd-5e6f-8d51-23347ac66b5d,lecture:19210408a,book,Soziale Ideen.,2664,610,True
__shared__,8472de5f-9845-51ae-acce-2265af868b7d,lecture:19220409,book,Damit der Mensch ganz Mensch werde,2249,542,True
__shared__,854686f1-974e-5532-af1b-77b688366a82,4c09f3d5-3f5c-42b7-beba-f12fc46594bc,book,Free Software Free Society,2123,531,True
__shared__,85922fbb-ec53-5aa3-9e14-1bc342c65ce9,lecture:19140120b,book,Der menschliche und der kosmische Gedanke,2473,577,True
__shared__,85af14e4-0cd8-5961-87d2-ae2051f156ca,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2234,528,True
__shared__,85b6cc29-2a20-53d4-a957-ec3e34fbbce7,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2431,582,True
__shared__,85df303b-7c1c-579f-a5ed-dcab85b44184,lecture:19210114b,book,Fachwissenschaften und Anthroposophie,2862,655,True
__shared__,8615767f-824b-5c88-8f3a-242184264afd,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2183,608,True
__shared__,869ccc4f-cb93-51d4-9559-8f212b5bfd8e,lecture:19200906,book,Soziale Ideen.,2246,518,True
__shared__,86c5c460-335d-5bca-b766-bfb66adaac60,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2386,582,True
__shared__,87337c0a-3d12-5f63-9295-339fae17685d,7758c53c-72bd-41f1-ae51-843eb2a0f718,book,Various Interviews and Articles,2410,522,True
__shared__,8743bba2-c05c-5183-a323-c57791c8924c,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2504,591,True
__shared__,876fbee5-fa4e-5e91-98ac-a77268660561,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2275,564,True
__shared__,87e964dc-981b-5d06-b165-16594959e7af,lecture:19190422b,book,Neugestaltung des sozialen Organismus,2299,539,True
__shared__,88170c7f-4d3e-5455-8f6e-5028b0a9a6e7,64e881df-0501-4815-9b0c-6cf545c383b6,book,Goethes Weltanschauung,2244,547,True
__shared__,885afd30-330a-52c0-93ba-798d4b9508a9,lecture:19200319,book,Vom Einheitsstaat zum dreigliedrigen sozialen Organismus,2475,526,True
__shared__,88624cb0-46e5-593e-91b2-652adcf33532,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2464,565,True
__shared__,88c74c2c-61f1-586d-bc8b-b399708fd0f8,lecture:19211201,book,Die Wirklichkeit der höheren Welten,2777,621,True
__shared__,8986d79b-0755-5053-8915-5c204835d540,lecture:19200312b,book,Die Krisis der Gegenwart und der Weg zu gesundem Denken,2446,592,True
__shared__,89887344-abd5-544c-8d91-55278b2a862a,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,1971,523,True
__shared__,8992fac5-8847-596d-9ef2-45a5c6226e96,lecture:19220731c,book,Nationalökonomisches Seminar.,2352,519,True
__shared__,899ce2da-5148-595a-ab6e-99cea3e4dc69,lecture:19190702,book,Betriebsräte und Sozialisierung,2325,515,True
__shared__,8a49cad5-f9ce-568e-ae76-b68caf80d59c,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,2740,590,True
__shared__,8a74b3db-b480-5ac4-bc77-2e06aa336d73,lecture:19200820a,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2405,551,True
__shared__,8ad6569b-f0c2-5648-b448-54f425bb2c25,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,2344,622,True
__shared__,8ae0ed24-74a6-5e2f-880d-33d64205f128,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2436,602,True
__shared__,8ba2ccfa-5d65-5985-a4ec-e30c447bfc39,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,2172,523,True
__shared__,8bf58a0c-ffd6-57bb-978c-69aaca8f8015,lecture:19190311,book,Die Befreiung des Menschenwesens als Grundlage für eine soziale Neugestaltung.,2197,516,True
__shared__,8c9e0bc0-8f13-50bc-a397-df38b6eda656,lecture:19200616,book,Soziale Ideen.,2368,541,True
__shared__,8d0e3dd9-29c1-5fc8-be4b-b64fcf25847f,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2135,527,True
__shared__,8d3b4801-e7c9-5e59-a567-d5a762e69057,lecture:19200920,book,Die Krisis der Gegenwart und der Weg zu gesundem Denken,2236,524,True
__shared__,8d7e1393-1491-5665-a477-19ee0e2fe522,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2314,573,True
__shared__,8d94ae71-0eed-5f4a-bff6-17271838dfa2,lecture:19191029,book,Soziale Zukunft,2304,539,True
__shared__,8e07c489-176b-5586-8e97-bc63ff365b4f,lecture:19191030,book,Soziale Zukunft,2775,634,True
__shared__,8f041f0f-0f09-518c-9277-91ccac03636b,47b137d3-f414-406f-b142-ed72c7e8989c,book,Einleitungen zu Goethes Naturwissenschaftlichen Schriften,2320,583,True
__shared__,8f050213-8468-5641-ad25-0365b54c8a60,lecture:19220409,book,Damit der Mensch ganz Mensch werde,2409,577,True
__shared__,8f3e5cb0-86bb-549f-94a6-7cc643f50904,lecture:19190624,book,Betriebsräte und Sozialisierung,2432,540,True
__shared__,8fbc2abf-81a8-5682-8d15-85a527663476,44217040-65bf-4150-9fa8-bac9c57cd1b1,book,Grundlinien einer Erkenntnistheorie der Goetheschen Weltanschauung,2124,513,True
__shared__,8fcc307f-77f4-5e7d-a2f3-7ccbd80aaf3e,lecture:19190513,book,Neugestaltung des sozialen Organismus,2669,601,True
__shared__,8fff7983-1014-57f8-a47a-9cf123d12e2e,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2333,610,True
__shared__,9022f2d6-712c-57d3-9bfe-396a26ff633b,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2154,536,True
__shared__,903ed47f-84bf-57d5-bbea-736a63540ac8,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2108,536,True
__shared__,913f9076-c63e-5c79-b557-c01861118328,lecture:19200516b,book,Entsprechungen zwischen Mikrokosmos und Makrokosmos. Der Mensch — eine Hieroglyphe des Weltenalls.,2247,514,True
__shared__,9179cabc-c0aa-5a8b-a940-ccd4f51f1525,lecture:19200913,book,Soziale Ideen.,1986,523,True
__shared__,918753a2-a739-5a44-9323-0c3a0875294a,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2646,608,True
__shared__,91e39231-7eb0-5dcb-810d-30b913edd4ae,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2323,544,True
__shared__,9259bc39-81f2-5df7-822c-e20cc91e195b,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2111,535,True
__shared__,9314c0b0-6e2a-5a41-b914-54f9cb04cf34,lecture:19190210,book,Die soziale Frage,2266,514,True
__shared__,93362452-e6b2-563c-981e-6dd41121820a,lecture:19191030,book,Soziale Zukunft,2580,571,True
__shared__,940e9d87-2f61-5a99-98ab-ada55695c831,lecture:19210408a,book,Soziale Ideen.,2388,549,True
__shared__,9461b02d-f26e-5b69-920d-94cdc4bd6c82,lecture:19190826c,book,Erziehungskunst. Seminarbesprechungen und Lehrplanvorträge,2326,554,True
__shared__,946261d1-008b-5cb1-80f2-ce87b29a804e,lecture:19200514,book,Entsprechungen zwischen Mikrokosmos und Makrokosmos. Der Mensch — eine Hieroglyphe des Weltenalls.,2333,541,True
__shared__,9468df48-e287-5dfc-ba3b-55a665974deb,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2323,537,True
__shared__,94b21f66-44f2-5652-89e2-c6a2a9796878,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2246,555,True
__shared__,94d3ece0-5491-5346-9dc6-8ceeb59961c0,lecture:19190614,book,Betriebsräte und Sozialisierung,2292,539,True
__shared__,950099df-dd3e-5823-9975-db04d4ab9896,lecture:19200107,book,Vom Einheitsstaat zum dreigliedrigen sozialen Organismus,2252,534,True
__shared__,950b23eb-feaa-5a7a-ab95-a386b10359e8,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2303,544,True
__shared__,95a53dd4-21e2-59ba-9238-4a3c060af6e8,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2741,655,True
__shared__,962a57ab-a086-5c10-986a-5a23332c62e1,lecture:19190702,book,Betriebsräte und Sozialisierung,2132,549,True
__shared__,96c6cc3e-90c7-57dc-b415-b43d0b825614,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2390,615,True
__shared__,96fe49fd-6e6b-5b24-889b-192cd5ec0e81,lecture:19200820a,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2389,550,True
__shared__,976497f3-677c-5f86-b24e-e931cbe8a26e,lecture:19200504b,book,Vom Einheitsstaat zum dreigliedrigen sozialen Organismus,2284,518,True
__shared__,97969b4f-6a49-5227-a140-38d0cfbb983f,lecture:19190531,book,Neugestaltung des sozialen Organismus,2694,587,True
__shared__,97b30759-5d3e-57b9-ab0a-d1c462fb5846,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2162,547,True
__shared__,98c9f85b-3835-51f2-9f85-88588e4fb94a,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2576,580,True
__shared__,98e4c3bb-e1f2-5e38-b8e6-1448d2dc5deb,lecture:19200324b,book,Fachwissenschaften und Anthroposophie,2264,520,True
__shared__,98fd89e6-69de-50db-a2e4-a9962484ba51,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2031,513,True
__shared__,9976ca3f-930b-5d2a-aae3-cbb2959b4271,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2067,515,True
__shared__,9a291e71-1dae-5e76-bb0e-e740a764fb40,lecture:19210112b,book,Fachwissenschaften und Anthroposophie,2869,699,True
__shared__,9a2ace1d-f519-5b1d-b885-74e80f02c3bb,f3b36ec2-031d-4715-ad66-dfc7f43cc491,book,Cypherpunks,2218,515,True
__shared__,9ab74e6e-f4df-58f5-9c65-ac4bb9a145b6,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2222,540,True
__shared__,9b4ab418-8fe1-5f0b-abac-9ff7314eb27a,lecture:19190503,book,Neugestaltung des sozialen Organismus,2329,521,True
__shared__,9bd57358-0fc5-5e7e-8773-74aeaa26203f,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2133,515,True
__shared__,9c677172-6ed5-5889-b7e9-b6aac37cee07,lecture:19211013,book,Anthroposophie soziale Dreigliederung und Redekunst.,2419,537,True
__shared__,9ce981f2-4a87-54e8-a771-8b1f7d04b873,lecture:19200502b,book,Entsprechungen zwischen Mikrokosmos und Makrokosmos. Der Mensch — eine Hieroglyphe des Weltenalls.,2205,528,True
__shared__,9d275a60-a6fb-54cb-9add-819fd35d951d,lecture:19211126,book,Die Wirklichkeit der höheren Welten,2750,642,True
__shared__,9d3b89cd-bebc-5bf3-a40f-7188e228ffe7,lecture:19200319,book,Vom Einheitsstaat zum dreigliedrigen sozialen Organismus,2362,537,True
__shared__,9d46840d-1634-57ed-ab9f-0b48039aa6b4,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2300,560,True
__shared__,9d472a61-0f3a-56ff-852e-4f780c1b58fc,lecture:19200310b,book,Die Krisis der Gegenwart und der Weg zu gesundem Denken,2384,587,True
__shared__,9e1ccab2-42e1-5fab-8524-ca6c6b6c94a1,f3b36ec2-031d-4715-ad66-dfc7f43cc491,book,Cypherpunks,2212,515,True
__shared__,9e216366-40d3-5d00-a54b-95e5136e6cd8,908fc041-096e-4440-8593-b3267b712bf5,book,Die Wahrheit als Gesamtumfang aller Weltansichten,2277,539,True
__shared__,9e23c20f-4b0e-55bc-90e7-6231ef1e8796,lecture:19191028,book,Soziale Zukunft,2904,679,True
__shared__,9e467b76-cb3c-51dd-9b38-ba5768a57ed0,lecture:19190711,book,Neugestaltung des sozialen Organismus,2453,529,True
__shared__,9e6162fb-2741-5c53-92e0-a162b6e4f13e,3b38df84-e9bc-4e70-9032-d3fa65517cfd,book,Aufsätze über die Dreigliederung des sozialen Organismus und zur Zeitlage,2468,518,True
__shared__,9e660b6a-1f91-5f0a-a994-c93dad70a2f3,lecture:19190822b,book,Erziehungskunst. Methodisch-Didaktisches,2304,565,True
__shared__,9ed69611-ab63-5081-b917-960e3835d74e,lecture:19220412a,book,Damit der Mensch ganz Mensch werde,2301,557,True
__shared__,9fc029cc-472e-554b-b0b2-9620fb162c1c,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2460,614,True
__shared__,a0067e98-cd43-5ff7-ae43-8f775a0586f0,lecture:19200407b,book,Fachwissenschaften und Anthroposophie,2501,592,True
__shared__,a079de50-d033-5ec9-ab3c-8297b0009547,7758c53c-72bd-41f1-ae51-843eb2a0f718,book,Various Interviews and Articles,2257,518,True
__shared__,a0ad7584-75c7-539b-a71d-3e8b574411c5,d64fa532-6040-4fc2-9c43-ed4e5368bb92,book,Die Rätsel der Philosophie,2671,680,True
__shared__,a1498621-27c4-5490-b448-df15400e1083,lecture:19220726b,book,Nationalökonomischer Kurs.,2601,579,True
__shared__,a14bd8f7-7ff5-58a0-84f2-116151d734f6,lecture:19200511b,book,Fachwissenschaften und Anthroposophie,2200,523,True
__shared__,a1b092ad-26e8-5292-a379-837ac163e6e7,f78a79d5-8e8f-435e-bb58-ef6577312f57,book,Lucifer-Gnosis. Grundlegende Aufsätze zur Anthroposophie und Berichte aus,2301,541,True
__shared__,a25a78e9-a89a-59eb-8b06-cb6b837e16a4,c2a4e407-cdf7-4802-be84-010cc485ef00,book,Methodische Grundlagen der Anthroposophie,2282,543,True
__shared__,a25f553b-67e7-5930-a3cb-fc0e49cb5f28,lecture:19200918,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2375,563,True
__shared__,a2ae6ec6-807d-5081-8c23-1201c42b3802,lecture:19210406a,book,Die befruchtende Wirkung der Anthroposophie auf die Fachwissenschaften,2178,523,True
__shared__,a2ca186d-6211-54c3-a8e2-846c38108d05,lecture:19200506b,book,Vom Einheitsstaat zum dreigliedrigen sozialen Organismus,2402,582,True
__shared__,a2f19b0d-28ef-5516-af91-499696cfd125,lecture:19200728,book,Soziale Ideen.,2642,610,True
__shared__,a3252084-229d-5e92-b8ed-ab8df19d701b,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,2683,601,True
__shared__,a3425fe9-9456-58b4-afee-db2718a937c0,lecture:19200822b,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2269,559,True
__shared__,a42576ed-12da-575b-8e63-f6c3d2a56089,47b137d3-f414-406f-b142-ed72c7e8989c,book,Einleitungen zu Goethes Naturwissenschaftlichen Schriften,2164,565,True
__shared__,a43350e3-c015-57be-989d-abb7e498a9d6,f287d43a-5108-4e0c-baa8-5e7d3badfef7,book,Gesammelte Aufsätze zur Kultur- und Zeitgeschichte,2046,518,True
__shared__,a49c5f34-2ac2-57a9-8e5c-3fa82fbf7cfb,lecture:19190409,book,Die Befreiung des Menschenwesens als Grundlage für eine soziale Neugestaltung.,2464,528,True
__shared__,a4ba6190-7b55-5fb9-b8ee-4bb8c518680e,lecture:19190402,book,Die Befreiung des Menschenwesens als Grundlage für eine soziale Neugestaltung.,2498,565,True
__shared__,a5a6b084-987c-55cc-9e23-0104a5ee398e,f8e6c475-a0e5-4081-b265-61a7536a183e,book,Die Kernpunkte der sozialen Frage,2480,525,True
__shared__,a64c2aa9-261c-505d-a19e-44878fa77b86,lecture:19200511b,book,Fachwissenschaften und Anthroposophie,2252,530,True
__shared__,a6530ab2-72fb-5f50-a855-9b26ec8c874b,lecture:19200729b,book,Die Krisis der Gegenwart und der Weg zu gesundem Denken,2158,551,True
__shared__,a69c5bd2-85c1-5921-a498-4d52091ac18a,lecture:19200318,book,Vom Einheitsstaat zum dreigliedrigen sozialen Organismus,2538,543,True
__shared__,a6c80e50-9818-50e0-8f12-4fd2ca903f3e,e58f6369-f7a7-4213-845f-c5b9bf82ffe5,book,Wahrheit und Wissenschaft,2912,710,True
__shared__,a70fefe3-89b2-5667-b918-c3ae2dc3c18d,4b8e4c2a-3f1b-4d2e-9c4a-8e4f4b2c3a1d,book,Die Philosophie der Freiheit,2801,693,True
__shared__,a7d9b233-c276-5d29-8b96-a4168a9764e1,lecture:19211201,book,Die Wirklichkeit der höheren Welten,2429,570,True
__shared__,a80f20b2-abc8-565b-a7e8-5e2f805534de,64e881df-0501-4815-9b0c-6cf545c383b6,book,Goethes Weltanschauung,2151,545,True
__shared__,a85240d6-996e-5c93-b7c5-c44c72bb58a8,lecture:19200905,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2103,558,True
__shared__,a8761b4f-9f26-5bdc-92cd-a2067d453b78,lecture:19191014,book,Die Befreiung des Menschenwesens als Grundlage für eine soziale Neugestaltung.,2259,526,True
__shared__,a89709e3-044e-5da0-8fbc-c31f99242ec9,lecture:19220731c,book,Nationalökonomisches Seminar.,2199,515,True
__shared__,a8b0578d-19d7-5d09-9099-c97b555cdb3e,lecture:19200918,book,Geisteswissenschaft als Erkenntnis der Grundimpulse sozialer Gestaltung,2033,515,True
__shared__,a8f63549-0b86-5a09-9f19-b560a773e29b,lecture:19190730,book,Soziale Ideen.,2305,519,True
__shared__,a971a176-f20d-5431-a41e-b1657f02e855,3b38df84-e9bc-4e70-9032-d3fa65517cfd,book,Aufsätze über die Dreigliederung des sozialen Organismus und zur Zeitlage,2340,536,True
__shared__,a9880ed2-667f-5294-b863-0575f79fe08c,lecture:19190522,book,Betriebsräte und Sozialisierung,2576,561,True
__shared__,aa702731-eb88-5ec9-a8eb-30c66f03fab3,lecture:19220728b,book,Nationalökonomischer Kurs.,2332,518,True
__shared__,aaa5b6fd-5f0c-5e2f-b033-4fcb72867719,lecture:19191030,book,Soziale Zukunft,2389,514,True
__shared__,ab035376-fc15-5db4-be91-39c5c1a13545,lecture:19190423a,book,Neugestaltung des sozialen Organismus,2601,599,True
__shared__,ab5c37dc-6f89-559c-8dc4-aaae1645ae35,lecture:19210115b,book,Fachwissenschaften und Anthroposophie,2295,558,True
